,SMALL LoBM LoINV,ME1 BM1 INV2,ME1 BM1 INV3,ME1 BM1 HiINV,ME1 BM2 LoINV,ME1 BM2 INV2,ME1 BM2 INV3,ME1 BM2 HiINV,ME1 BM3 LoINV,ME1 BM3 INV2,ME1 BM3 INV3,ME1 BM3 HiINV,ME1 BM4 LoINV,ME1 BM4 INV2,ME1 BM4 INV3,SMALL HiBM HiINV,BIG LoBM LoINV,ME2 BM1 INV2,ME2 BM1 INV3,ME2 BM1 HiINV,ME2 BM2 LoINV,ME2 BM2 INV2,ME2 BM2 INV3,ME2 BM2 HiINV,ME2 BM3 LoINV,ME2 BM3 INV2,ME2 BM3 INV3,ME2 BM3 HiINV,ME2 BM4 LoINV,ME2 BM4 INV2,ME2 BM4 INV3,BIG HiBM HiINV
202309    ,-6.12    ,-3.73    ,-4.90    ,-5.31    ,-2.58    ,-2.50    ,-3.13    ,-3.27    ,-2.17    ,-1.32    ,-0.54    ,-0.82     ,2.50     ,2.16     ,2.57     ,3.63    ,-5.60    ,-7.45    ,-6.01    ,-7.43    ,-5.17     ,0.63    ,-2.11    ,-6.18     ,0.77    ,-1.86     ,1.06    ,-1.76     ,3.17     ,5.51     ,2.43     ,4.05
202310    ,-9.44    ,-5.01    ,-5.49    ,-8.82    ,-3.07    ,-3.80    ,-3.97    ,-5.64    ,-3.45    ,-3.39    ,-4.15    ,-4.16    ,-4.08    ,-1.74    ,-3.13    ,-4.26    ,-5.09    ,-4.02    ,-3.70    ,-4.87    ,-3.07    ,-2.67    ,-2.43    ,-4.32    ,-7.23    ,-5.49    ,-5.11    ,-7.11    ,-2.66    ,-2.16    ,-6.58    ,-5.53
202311     ,6.85    ,10.58     ,9.90     ,7.71     ,5.87     ,7.69     ,7.76    ,11.13     ,3.48     ,4.75     ,6.10     ,6.12     ,5.20     ,4.56     ,5.35     ,4.32     ,4.37     ,4.78    ,14.22    ,14.47     ,4.89     ,4.75     ,7.33    ,13.43     ,4.45     ,5.72     ,9.76     ,7.71     ,4.07     ,2.93     ,4.04     ,7.66
202312     ,5.99     ,5.93     ,5.35     ,6.16     ,6.55     ,6.13     ,6.59     ,6.21     ,6.74     ,6.72     ,8.18     ,5.50     ,5.05     ,4.73     ,4.85     ,5.31     ,4.89     ,5.24     ,7.39     ,5.64     ,6.83     ,4.61     ,6.68     ,8.67     ,4.83     ,6.61    ,-0.42     ,3.93     ,4.46     ,2.16     ,2.63     ,1.07
202401    ,-2.80    ,-0.56    ,-1.44    ,-2.01     ,0.79     ,0.62     ,0.72     ,0.44     ,1.17     ,0.82     ,0.65     ,1.13     ,3.11     ,2.52     ,3.11     ,3.88    ,-1.15     ,0.71     ,0.65     ,1.89    ,-1.12     ,2.56     ,5.21     ,0.52     ,2.75     ,2.30     ,7.29     ,7.03     ,4.37     ,6.25     ,4.89     ,4.20
202402     ,0.27     ,1.87     ,1.11     ,1.15    ,-0.61     ,0.37     ,2.20     ,1.27    ,-1.19     ,0.10     ,1.71    ,-0.88     ,3.57     ,1.82     ,1.79    ,-0.25    ,-3.32     ,1.40     ,0.24     ,5.55    ,-0.95    ,-0.43    ,-4.40     ,4.02    ,-1.49     ,7.79    ,11.19     ,3.54     ,0.39     ,4.24     ,1.86     ,3.08
202403    ,-0.57     ,2.03     ,2.43    ,-0.77     ,2.27     ,0.72     ,3.61     ,2.33     ,3.26     ,3.38     ,5.10     ,3.25     ,6.24     ,4.01     ,5.54     ,6.03     ,1.48    ,-4.52     ,0.69     ,1.66     ,0.01     ,1.89     ,1.48     ,2.25     ,3.16     ,7.37     ,4.71     ,4.39     ,6.93     ,7.07     ,7.84     ,6.27
202404   ,-10.55    ,-8.91    ,-9.50   ,-10.96    ,-5.74    ,-5.89    ,-5.22    ,-5.77    ,-4.00    ,-4.23    ,-3.96    ,-6.53    ,-4.85    ,-5.17    ,-6.16    ,-4.60    ,-6.45    ,-4.90    ,-5.39   ,-10.44    ,-5.83    ,-4.74    ,-1.93    ,-6.36    ,-4.96    ,-5.91    ,-6.93     ,0.12    ,-5.73    ,-3.39    ,-3.39    ,-5.50
202405    ,-1.43     ,5.38     ,0.74    ,-2.32    ,-2.38    ,-0.22    ,-1.17     ,2.27    ,-0.96     ,1.64     ,1.69    ,-0.38     ,3.08     ,4.03     ,2.02     ,2.93     ,2.02    ,-0.47     ,3.73     ,1.94    ,-3.82    ,-1.37     ,2.51     ,1.76     ,0.32     ,1.42    ,-4.39    ,-0.57     ,0.38     ,7.06     ,1.67     ,1.47
202406     ,3.45     ,1.31     ,0.41     ,2.50     ,1.63     ,1.85     ,3.58    ,-0.35     ,1.71     ,0.15     ,1.34    ,-0.09    ,-3.03    ,-0.92     ,0.24    ,-2.98    ,-1.46    ,-0.46     ,1.04     ,0.56    ,-3.26    ,-0.20     ,1.59     ,1.88    ,-1.59     ,2.79    ,-4.45    ,-4.27    ,-0.29    ,-0.47    ,-4.25    ,-4.53
202407     ,8.08     ,4.94     ,6.97     ,6.14     ,7.87     ,8.10     ,6.31     ,6.05     ,7.52     ,8.25     ,7.52     ,5.64     ,6.86     ,6.31     ,4.95     ,5.92     ,8.60    ,12.84     ,6.72     ,4.92     ,5.85    ,11.30     ,4.39     ,4.88     ,4.59     ,7.78     ,9.66     ,7.28     ,9.46     ,7.02     ,7.35     ,6.45
202408     ,1.63     ,2.09     ,3.33     ,3.62     ,1.80    ,-0.93     ,0.99    ,-1.04    ,-0.26    ,-0.49    ,-1.73    ,-0.98    ,-1.47    ,-2.54    ,-1.62    ,-3.27     ,2.71     ,7.59     ,3.05     ,1.52     ,2.50    ,-0.77     ,0.26     ,2.34    ,-3.47    ,-0.87     ,1.31    ,-2.12    ,-6.70    ,-6.03    ,-4.18     ,2.44
202409     ,0.54     ,1.28     ,2.50     ,1.83     ,3.19     ,2.94     ,2.26     ,0.04     ,1.95     ,2.36     ,2.23     ,1.60    ,-2.37    ,-0.37     ,0.40     ,1.14     ,6.12     ,0.78     ,2.35    ,-1.89     ,1.17     ,0.72    ,-1.80     ,2.20     ,0.66     ,1.21    ,-0.34     ,3.24    ,-0.48    ,-0.26    ,-1.10     ,1.15
202410    ,-5.60    ,-5.81    ,-6.34    ,-7.44    ,-4.90    ,-5.53    ,-6.50    ,-6.05    ,-4.82    ,-5.43    ,-5.32    ,-5.97    ,-5.06    ,-5.67    ,-5.92    ,-5.37    ,-5.53    ,-3.34    ,-5.39    ,-3.71    ,-3.55    ,-5.49    ,-2.88    ,-5.06    ,-3.42    ,-4.54    ,-3.85    ,-6.04    ,-3.53    ,-0.59    ,-3.11    ,-2.23
202411     ,0.94     ,1.67     ,2.66     ,1.25     ,3.97     ,0.73     ,2.59     ,1.51     ,1.19     ,1.71     ,1.38     ,1.24     ,5.85     ,1.80     ,1.55     ,2.90    ,-1.79    ,-1.20     ,2.76    ,-1.16     ,1.57    ,-2.56    ,-0.86     ,3.64    ,-0.75    ,-1.87    ,-1.13    ,-1.85     ,8.08     ,5.16     ,7.52     ,1.81
202412    ,-6.43    ,-6.34    ,-3.19    ,-3.87    ,-1.43    ,-2.36    ,-1.47    ,-1.76    ,-2.10    ,-0.47     ,0.01     ,0.70    ,-1.72    ,-1.40     ,0.68    ,-0.97    ,-5.39    ,-0.97    ,-1.30    ,-3.64     ,0.60    ,-0.58     ,5.21    ,-3.24    ,-1.13    ,-1.38    ,-0.32    ,-0.87    ,-2.73    ,-0.92    ,-1.31    ,-0.25
202501     ,2.99    ,-0.34     ,2.02     ,1.54     ,3.43     ,0.16    ,-0.50     ,1.44     ,1.25    ,-0.79     ,0.28     ,1.93     ,4.90     ,2.24     ,2.23     ,5.02     ,3.86     ,0.04     ,4.29     ,1.61     ,0.00    ,-1.75    ,-1.85     ,2.35     ,0.68     ,1.24     ,0.99     ,1.31     ,5.38     ,3.65     ,4.08     ,0.33
202502     ,2.98    ,-1.66     ,0.18    ,-1.08     ,0.16     ,1.44     ,0.79     ,0.87     ,1.02     ,1.54     ,1.97     ,1.77     ,3.28     ,3.26     ,5.88     ,2.97     ,0.92     ,0.29     ,2.14    ,-7.09     ,3.38    ,-1.12    ,-3.64     ,0.77     ,1.16    ,-0.37    ,-0.86     ,5.03     ,0.07    ,-0.26     ,0.91     ,2.75
202503     ,0.37     ,0.53     ,2.25    ,-0.31     ,2.38     ,3.36     ,3.07     ,3.05     ,2.34     ,3.16     ,2.72     ,3.29     ,4.21     ,3.60     ,3.91     ,2.89     ,2.00    ,-3.84    ,-1.45    ,-3.87    ,-0.25     ,0.41     ,1.53     ,0.40     ,0.56     ,3.61     ,5.25     ,0.49     ,3.22     ,3.97     ,0.11    ,-0.19
202504     ,6.86     ,5.41     ,7.17     ,7.80     ,4.09     ,4.85     ,5.26     ,5.92     ,4.87     ,5.52     ,4.92     ,4.80     ,3.72     ,4.01     ,4.72     ,5.48     ,6.97    ,11.70    ,10.91     ,7.36     ,5.00     ,7.82     ,8.50     ,5.17     ,5.54     ,7.71     ,3.15     ,6.29     ,2.11    ,-2.30    ,-1.48     ,1.77
